sentence,property,topic,vehicle,event,option0,option1,option2,option3,ans_idx
His voice had been as _ as the whisper of a breeze against silk,faint,voice,whisper,been,soft,faint,loud,low,1
He went as _ as a rake and deathly pale then for a couple of weeks,thin,He,rake,went,thin,fat,thick,sharp,0
Susan 's face was as _ as snow and she was shaking with cold,white,face,snow,was,black,white,fresh,beautiful,1
The dyed black hair was as _ as skin over his head except at the front where there was a curly fringe like the edge of a pie - crust,tight,hair,skin,was,loose,slack,tight,long,2
But more than that it was the shock a feeling that left his body as _ as ice and sent these involuntary convulsions through him,cold,body,ice,left,blue,hot,cold,cool,2
The improvisation stretched on drawing Susan into it locking into set patterns of repetition which were as _ as the gaze of a cobra,fascinating,patterns,gaze,were,fascinating,intricate,cold,beautiful,0
Nevertheless the promotion of tourism was as _ as the railway itself,old,promotion,railway,was,old,new,young,long,0
It was as _ as a glass of lager,cold,It,glass,was,empty,clean,hot,cold,3
One would be the version to be found in the published research papers those strange constrained pieces of writing whose conventions are as _ as a sonnet whose scientific account is always a set of clearly designed unambiguously conducted and conclusive observations building from earlier data and in their final paragraphs pointing the way to future experiments more research is needed to,rigid,conventions,sonnet,are,stupid,generic,flexible,rigid,3
Because to make a microscope preparation means that the tissue has to be fixed and stained what one sees always looks as if it is a very rigid structure but in the living organism the dendritic pattern of neurons is as _ as the branches of a growing tree in a gentle breeze so changed branching patterns are perhaps not so hard to envisage,mobile,pattern,branches,is,green,random,mobile,useful,2
His eyelashes were extravagantly long tar black and as _ as the teeth on a comb and his lids were gently slanted harbouring eyes of an electrifying blue,thick,eyelashes,teeth,were,slim,thick,thin,sharp,1
It was as _ as a stone worn by aeons of tides on the seashore,blank,It,stone,was,smooth,hard,opaque,blank,3
The house was as _ as death as the inside of a skull but the year was 1953 I was an atheist and an absolute non-believer in spiritualism ghosts and all that mumbo - jumbo,quiet,house,death,was,loud,sound,noisy,quiet,3
I hesitated a moment then saw her face as _ as the door behind her and gave up,blank,face,door,saw,pale,sharp,blank,hollow,2
For Christ 's sake M ' lud the matter 's as _ as the loincloth on the Crucifixion,clear,matter,loincloth,'s,unclear,cloudy,opaque,clear,3
She clung to him and his mouth found hers and she tasted as fresh and as _ as the morning and desire had exploded within him and he thought that after all he had been wrong once would never be sufficient he wanted her for always he wanted to be with her to share everything with her,new,she,morning,tasted,early,new,hot,old,1
It seemed an arid mountain as _ as a chalk down in Sussex,dry,mountain,chalk,seemed,wet,dry,yellow,sweet,1
We suddenly realized that we were as _ as air and could n't think of a thing to do with this unexpected liberty,free,we,air,were,clear,bound,open,free,3
Tess 's face went as _ as the snow on the ground,white,face,snow,went,red,white,cold,fresh,1
"It was built of boards , so that the sun made it as _ as an oven .",hot,it,oven,made,black,cold,hot,beautiful,2
""" He was as _ as a raspberry .",purple,He,raspberry,was,green,purple,red,sweet,1
"This recipe is as _ as a pair of jeans and , we suppose , could be doctored with a handful of chocolate chips or shredded coconut , but why mess with perfection ?",basic,recipe,jeans,is,basic,sloppy,traditional,messy,0
"If a business is centered around your individual talents , the need for good time management should be as _ as a slap in the face .",obvious,need,slap,be,subtle,light,important,obvious,3
"His room was as _ as pitch with the thick darkness ( for the shutters were close fastened through fear of robbers ) , and so I knew that he could not see the opening of the door , and I kept pushing it on steadily , steadily .",black,room,pitch,was,square,large,empty,black,3
"Your fun to have around , but this kid is about as _ as a marshmallow !",funny,kid,marshmallow,is,sweet,good,soft,funny,3
"It is a tale as _ as time , a wall separating gamers at their very core .",old,tale,time,is,new,old,long,young,1
Guy at Table 5 is as _ as a turd in a toilet bowl while everyone else is wondering why the restaurant just get so hot and stagnant .,happy,Guy,turd,is,unhappy,happy,sad,sexy,1
The Hollywood action hero is as _ as movies .,old,hero,movies,is,old,important,new,young,0
"When the two armies clashed the arrows flew in such clouds that they darkened the sky , the hooves of the chariot horses were like thunder upon Olympus , the brazen armour of the Atlanteans dazzled the eye and their spearheads seemed as _ as wheat growing in a field .",countless,spearheads,wheat,seemed,countless,now,rag,there,0
"For two weeks , he could get as _ as a firecracker .",hot,he,firecracker,get,hot,orange,cold,red,0
"' she said , smiling as _ as honey , and creeping close up .",sweet,she,honey,smiling,warm,sexy,beautiful,sweet,3
"This new moon will arrive with Jupiter in close alignment , which is as _ as diamonds .",rare,moon,diamonds,is,rare,precious,green,valuable,0
He was as _ as a rail .,skinny,He,rail,was,drunk,light,skinny,wooden,2
"BALDESSARI : That should be the goal for all art , to be as _ as a flashcard .",simple,art,flashcard,be,simple,subtle,complex,small,0
"However , fibroids can grow to be as _ as a melon and when they get this big they can cause a lot of pain and discomfort for the female .",big,fibroids,melon,be,big,old,little,sized,0
Her eyes were as _ as saucers as her own crotch came into view !,wide,eyes,saucers,were,narrow,big,open,wide,3
"Mom : You were as _ as an anchor , but I am a certified American as is your dad .",heavy,You,anchor,were,strong,heavy,rigid,light,1
"On grounds of time , the judge heard just 22 cases before coming to his conclusion that the men before him were as _ as sin .",guilty,men,sin,were,bad,innocent,guilty,evil,2
"You have been our rock , while being as _ as a lamb .",gentle,You,lamb,being,harsh,firm,gentle,rough,2
"Seeing your hair not reverting back at this point , you may be hyperventilating or perhaps you 're as _ as a cucumber ( or not !",calm,you,cucumber,'re,cool,calm,furry,stressed,1
"Retirement does n't seem so scary when it 's far in the future , but when you 're staring it in the face with very little savings , it can make you turn as _ as a ghost .",white,you,ghost,turn,funny,black,white,red,2
"He was silent like a lamb being led to the butcher , as _ as a sheep having its wool cut off .",quiet,He,sheep,was,loud,happy,quiet,sound,2
They are as _ as a horse and they can knock down fencing in the blink of an eye which they 've done time and time again .,strong,They,horse,are,fast,weak,strong,white,2
"So , what exactly makes a wine as _ as gold ?",good,wine,gold,makes,bad,good,important,fun,1
They are as _ as gold and I believe they wish to remain long term tenants and so wish to offer them a SPT .,good,They,gold,are,evil,pure,bad,good,3
His eyes are as _ as fire from weeping .,red,eyes,fire,are,hot,red,blue,green,1
Sixteen is as _ as a sunrise .,beautiful,Sixteen,sunrise,is,ugly,beautiful,bright,hideous,1
The sky was overcast and as there was no wind the lake was as _ as glass .,smooth,lake,glass,was,clean,smooth,flat,rough,1
they looked as _ as saucers in the light of the moon .,big,they,saucers,looked,good,big,small,wide,1
My Benelli is as _ as glass and you can really let em rip .,smooth,Benelli,glass,is,smooth,clean,rough,sharp,0
It 's a tale as _ as time .,old,tale,time,'s,long,old,new,young,1
""" Conrad must have taken Cole at his word , because he stumbled out of the door , being as _ as a sheet and moving so fast he jiggled .",white,he,sheet,being,blue,white,dead,black,1
judgment is as _ as death .,sure,judgment,death,is,unsure,sure,sudden,short,1
"He kept looking around , amazed , thinking something really bizarre was happening his pupils were as _ as quarters , as were most of ours quite frankly .",big,pupils,quarters,were,big,green,square,small,0
"Then we have the characters that don / t quite fit either bill , the wonderful anti-heroes such as Watchmen 's Rorschach or the Hulk , characters which can either have a strange set of morals that are almost as _ as a villains or those who lose control and can not help their actions despite having them held against them .",sinister,characters,villains,are,fictional,evil,complex,sinister,3
""" And they are becoming more picky because the kids audience is just as _ as adults .",sophisticated,audience,adults,is,impatient,sophisticated,greedy,immature,1
"21 Then I took the sinful thing , the calf that you had made , and burned it with fire and crushed it , grinding it very small , until it was as _ as dust .",fine,calf,dust,was,fine,strong,grey,coarse,0
"With Ruta , it is definitely a case of the age - old adage that change is as _ as a rest ;",good,change,rest,is,good,important,bad,welcome,0
"Its OMC engine would prove to be about as _ as a pair of fancy sneakers , too .",durable,engine,sneakers,be,powerful,vulnerable,durable,noisy,2
""" A four - and - a-half minute instrumental , relying heavily on Quinns guitar and Reeses piano , it comes across as _ as a lullaby .",gentle,instrumental,lullaby,comes,harsh,rough,gentle,peaceful,2
""" Grandeur was his forte , but he could be as _ as a child and as tender as a mother .",simple,he,child,be,subtle,complex,dead,simple,3
"Your sexuality is your passion print , which is as _ as a fingerprint .",unique,sexuality,fingerprint,is,hard,reflective,common,unique,3
"They have neglected His call , "" Come now , and let us reason together , saith the Lord : though your sins be as scarlet , they shall be as _ as snow "" 17 .",white,they,snow,be,fresh,white,beautiful,cold,1
""" And he always cuts me off before I explain that US dollars are as _ as bitcoin .",virtual,dollars,bitcoin,are,real,heavy,federal,virtual,3
Proverbial tail is as _ as a shovel .,big,tail,shovel,is,hard,big,little,long,1
""" Katy is a Bengal and was as _ as a kitten until she died at age 15 .",playful,Katy,kitten,was,fuzzy,adorable,fluffy,playful,3
Hunting packs are capable of running down prey which is  as _ as kudu and zebra ( they can reach speeds of up to 70khp !,large,prey,kudu,is,small,large,dangerous,black,1
"It 's powered by a 660CC , 3 cylinder Honda motor but do n't let the size of the engine fool you , it is as _ as a feather .",light,it,feather,is,light,dangerous,easy,green,0
They are as _ as a tree and as big around as a church .,tall,They,tree,are,large,tall,old,short,1
"It was so feminine , I was as _ as a girl in her clothes .",pretty,I,girl,was,big,good,pretty,old,2
They 're not quite as _ as racquetballs or topspin - y as tennis balls .,lively,They,racquetballs,'re,fun,old,lively,dangerous,2
"It worked and though I was still as _ as heck , I could swallow it and get on with it .",nervous,I,heck,was,fun,thirsty,sick,nervous,3
"When I was finished sanding , it was as _ as a babyswell , you can imagine .",smooth,it,babyswell,was,rough,uneven,smooth,large,2
"It was the perfect combination of sweet , salty , and was almost as _ as a dessert !",good,combination,dessert,was,good,happy,important,bad,0
"That would be nonsense -- ' The Red Queen shook her head , You may call it "" nonsense "" if you like , ' she said , but I 've heard nonsense , compared with which that would be as _ as a dictionary !",sensible,nonsense,dictionary,be,unreasonable,sensible,probable,stupid,1
"History and myths punctuate the star gazing , drawing the listener into realising that they are engaging in an activity that is as _ as humanity 's curiosity .",old,activity,curiosity,is,young,old,physical,new,1
So spoiled to taste tuscan olive oil that is as _ as a drink !,delicious,oil,drink,is,rich,delicious,toxic,edible,1
An API on its own is as _ as a car with no driverits potential without execution .,useful,API,car,is,useless,useful,fun,expensive,1
"Whatever you need , you 'll find our products "" and their performance "" are as _ as gold !",good,performance,gold,are,good,high,bad,pure,0
"A woodland inn wanders past , as _ as a barrack .",big,inn,barrack,wanders,old,small,nice,big,3
"yet , come thou and thy five men , and if I do not leave you all as _ as a doornail , I pray God I may never eat grass more .",dead,I,doornail,leave,sharp,dead,green,sick,1
"You will therefore permit me to repeat , emphatically , that Marley was as _ as a doornail .",dead,Marley,doornail,was,red,sharp,dead,alive,2
"And then there came a second noise , a whisper of sound which is as _ as a breath .",faint,whisper,breath,is,loud,soft,slow,faint,3
"Having gathered up the books , he captured Sylvie , and stowed her away under his palet ( t , where she nestled as _ as a mouse , her head just peeping forth .",quiet,she,mouse,nestled,soft,quiet,loud,slow,1
"We got a taste of the new version in the most recent trailer for Beauty and the Beast , but now you can listen to that new tale as _ as time in its entirety .",old,tale,time,listen,TRUE,old,young,lovely,1
"When it comes to women in real life , I imagine he 's as _ as a sheep .",gentle,he,sheep,'s,gentle,rude,rough,harsh,0
"Our last glimpse of her shows her at the window , watching them receding into the sky until they were as _ as stars .",small,they,stars,were,small,old,large,beautiful,0
"Even veteran soldiers could be as _ as a child in a battlefield , and weak creatures like them should not continue to exist in this world .",helpless,soldiers,child,be,stupid,violent,helpless,evil,2
"Coming into the game , Morrow , who was celebrating his 27th birthday , looked as _ as gold .",good,Morrow,gold,looked,ill,fun,good,bad,2
"Even worse , folks are about as _ as a plate of lemon - dressed asparagus ( ahem , Stephanie ) , or they 're just too down - to - Earth for reality TV , so they do n't do much .",interesting,folks,lemon,are,boring,interesting,funny,strange,1
As they say Love is blind but they also say that a nod is as _ as a wink to a blind horse .,good,nod,wink,is,fun,bad,quick,good,3
He 's as _ as a lath .,thin,He,lath,'s,green,thick,fat,thin,3
"Also Mars is as _ as a nail , not even an ET virus / bacteria was detected by all our martian missions combined .",barren,Mars,nail,is,fertile,broken,sharp,barren,3
"They were approximately four kilometers away from the enemies , and the fire torches were about as _ as a firefly , and it was quite impossible for them to even see the figure carrying the torches .",bright,torches,firefly,were,red,dark,bright,dull,2
"The creatures can reach an impressive 5,000 pounds and their thick skin is as _ as rubber .",tough,skin,rubber,is,smooth,soft,thin,tough,3
"In a culture that offers no grace for the imperfect , the concept of "" sin "" is as _ as shrimp and grits .",foreign,concept,shrimp,is,native,foreign,indigenous,new,1
"The finished result quite easy to do once you know how , even if you have n't had any practice or experience of paper folding before was as _ as a rock .",solid,paper,rock,was,hollow,smooth,opaque,solid,3
His face was as _ as a tomato .,red,face,tomato,was,pale,green,red,yellow,2
""" Her voice was as _ as stone .",persistent,voice,stone,was,petty,opaque,persistent,sound,2
"but he was as _ as a mule , and , instead of snatching at her bait , in wet weather he took to smoking with Joseph ;",stubborn,he,mule,was,stubborn,dense,sterile,gay,0
The Dornish prince had gone as _ as milk .,white,prince,milk,gone,white,rich,warm,black,0
There 's no danger he translated his eyes on the soothsayer 's hands but the boar that we want is as _ as the wind and as sharp as an eagle,fast,boar,wind,is,warm,fast,dangerous,long,1
Lola kept track of patients whose personalities were as _ as the weather One minute Paul says he does not want his wife any more and the next he has changed his mind she listened to their grievances Josef thinks he is fit to work and look after himself says he is being kept a prisoner but he is very confused and deluded and even mediated between doctors Dr Freymann said it must be a genuine case of epilepsy but,variable,personalities,weather,were,complex,variable,fun,constant,1
Some of them are frail physically but are as _ as a button in their minds,bright,Some,button,are,bright,hot,dark,dull,0
Her back was as _ as a ramrod which made her feel a little more dignified while engaging in what she considered the unladylike art of cycling,straight,back,ramrod,was,sharp,straight,forward,crooked,1
His back was also as _ as a ramrod and his highly polished black gaiters had flashed in the sun,straight,back,ramrod,was,forward,straight,crooked,sharp,1
No countered Barney she seems as _ as a pig in poop,happy,she,pig,seems,pretty,sad,unhappy,happy,3
I 'm as _ as a kite and there 's no champagne in the orange juice,high,I,kite,'m,black,high,low,fly,1
Even though to my mind Bambi Lorrimore and Daffodil Quentin were as _ as salt and strawberries the two women were again positioned opposite each other bound there by the attraction between their men,compatible,Lorrimore,salt,were,bitter,compatible,incompatible,dead,1
In the dark mourning robes left to him by his grandfather he was as exotic as Valentino as _ as a black prince of the desert,dangerous,he,prince,was,dangerous,safe,rich,arrogant,0
With design in Germany racing forward some of their ideas for coordinating fabrics in the bedroom with colours in your wardrobes can create an image which is as _ as a stroll in the Black Forest,cool,image,stroll,is,hot,fun,warm,cool,3
Whichever room you choose you can make it feel as _ as a coat of fresh paint with a coat of paint,fresh,it,coat,feel,stale,ripe,fresh,royal,2
The derelict remains of the old building were as _ as the weather and the bare trees dripped with melting frost like chilling tears,bleak,remains,weather,were,bad,cold,mild,bleak,3
Her eyes were as _ as the patch of bright sky which had suddenly emerged from between the clouds and when she looked at him he was sure there was invitation in their depths,blue,eyes,patch,were,brown,blue,yellow,green,1
Her heart felt as _ as the cage in her hands,empty,heart,cage,felt,pure,empty,heavy,full,1
When he went to look at Anna before going to school her eyes were once more as _ as the sky and she curled her fingers round his as if she did n't want to let him go,blue,eyes,sky,were,brown,bright,green,blue,3
Sarah stayed outside a few minutes longer her spirits lifting wondrously and she felt as _ as a robin singing among the branches of the oak tree,happy,she,robin,felt,happy,beautiful,blue,pretty,0
When the sun played on her golden hair it was as _ as the copper warming pan which Sarah put between the sheets on winter nights,bright,it,copper,was,dull,dark,red,bright,3
When he was no more than knee high and as _ as a pencil I dug him out of the wild river bank and planted him in a virginal garden half an acre of island that consisted of nothing more luxurious or exotic than brick rubble tilled chalk and grass seed,slender,he,pencil,was,blue,broad,slender,pointed,2
You 're as _ as a bug in a rug here Myles,close,You,bug,'re,there,like,close,fly,2
It will go more probably to an unknown office cleaner whose life is as _ as a flower but just as perfect or beautiful,anonymous,life,flower,is,gold,unfair,early,anonymous,3
It 's small quick a touch faster than the BJ - 200 as _ as an inkjet can be and fairly cheap,quiet,It,inkjet,'s,quiet,loud,noisy,sound,0
It 's as _ as death out there,dark,It,death,'s,light,awful,responsible,dark,3
Their faces were as _ as death and salty and wet from the sea,cold,faces,death,were,sad,cold,hot,brown,1
The stone flew in the air across the surface of the water skimming as _ as a bird but only because it bounced on that surface every now and then and refused to sink at the first contact,free,stone,bird,skimming,fun,mere,opaque,free,3
He made himself as _ as a lamb hoping perhaps that they would give him an extra morsel of food or some other favour,modest,He,lamb,made,modest,gentle,available,roast,0
He seemed as _ as a mountain and every one of his steps measured about ten metres,tall,He,mountain,seemed,old,beautiful,high,tall,3
She watched him gazing amorously at those twin orbs as _ as marble and as plump as pigeons,white,orbs,pigeons,gazing,blue,yellow,beautiful,white,3
His partially - aroused prick became as _ as iron as she gently massaged his loose foreskin,hard,prick,iron,became,hard,sharp,soft,hot,0
She marched into his big library as _ as brass and stood in front of his favourite chair,bold,She,brass,marched,forward,cunning,north,bold,3
You were as _ as hell after my bottom,hot,You,hell,were,beautiful,freezing,cold,hot,3
His dick stood up as _ as a poker but he felt no embarrassment only lust,stiff,dick,poker,stood,hot,red,stiff,tall,2
Seagoing is as _ as history and the merchant seaman as _ as trade itself,old,Seagoing,history,is,long,old,early,young,1
The sense of disappointment was as _ as a blow painful out of all proportion so much so that for a moment I was almost angry with him for not being there,sharp,sense,blow,was,loud,sharp,hard,dull,1
Her flesh is as _ as the flesh of an olive,tense,flesh,olive,is,hard,sober,sticky,tense,3
Pete did n't know whether to duck or run and the choice was fairly academic anyway as for the moment his body seemed to be about as _ as a sack of rocks,responsive,body,sack,be,delicate,back,responsive,upper,2
They were as _ as sin and they had no conversation and he missed them already,ugly,They,sin,were,ugly,attractive,beautiful,evil,0
BELVILLE You must be as _ as the reed in the fable lest by resisting the tempest like the oak you be torn up by the roots,flexible,You,reed,be,flexible,alive,hollow,hard,0
This tree though was as _ as a miracle for it was very tall and bore leaves flowers and fruit all at the same time the leaves were green as emerald the flowers white as snow and the pears fine large and glossy big as your two fists put together,beautiful,tree,snow,was,small,ugly,beautiful,white,2
Great towering clouds were massing behind Big Allen but to the west the sky was as _ as the inside of a mother - of - pearl - lined shell of a pale tender pink - stained azure,clear,sky,inside,was,warm,bright,unclear,clear,3
Her body went as _ as a bowstring and when she opened her eyes and looked into his face she saw there awestricken astonishment,tense,body,bowstring,went,stiff,tense,soft,hard,1
The cook came up the side as _ as a monkey and saw what we were doing,quick,cook,monkey,came,quick,small,good,slow,0
Ace had been amazed that Dubois had shown virtually no reaction to the TARDIS beyond a comment that it was almost as _ as the domain of the zombi astral,strange,it,domain,was,familiar,strange,spiritual,physical,1
He felt as _ as a kitten but the fever and nausea were gone,weak,He,kitten,felt,strong,weak,heavy,skinny,1
Even the eyebrows and the elbows seem as _ as hens on hot griddles by comparison,busy,eyebrows,hens,seem,bored,free,idle,busy,3
The kid steps in and Ali stabs him with a well - timed jab that 's as _ as a bite from the last tangy apple of autumn,sweet,jab,bite,'s,salty,sweet,bitter,sharp,1
But in the following sentences unfinished fragmentary which are as _ as speech we seem to be placed right inside Emma 's head,spontaneous,sentences,speech,are,induced,bore,funny,spontaneous,3
The big wooden table had been scrubbed as _ as a bone on the seashore,white,table,bone,scrubbed,flat,dirty,hard,white,3
His Partagas perfecto was champed between his inner tube lips a diamond as _ as a buttercup sparkled on the starched front of his dress shirt a long white silk scarf was casually looped around his lack of a neck,big,diamond,buttercup,looped,big,little,hard,sharp,0
From then on his manner towards me was as _ as ice which caused me great pain,cold,manner,ice,was,hard,hot,cold,cool,2
He knows sod all about football and talk about stingy I wish the defence were as _ as the clasp on his wallet,tight,defence,clasp,were,slack,tight,loose,bad,1
That was a time when young and old had thronged the streets to welcome in a new century and though anything with the 1800s about it was already as _ as history it still took some years before the magical 19 in the date lost its strangeness and one would write it without a slight hesitation,dead,it,history,was,natural,military,dead,live,2
I shall be as _ as rain in no time,right,I,rain,be,right,incorrect,left,wrong,0
They 're as _ as the Sun some are even bigger,big,They,Sun,'re,big,great,good,like,0
I shall be as _ as a house in a minute she said,tall,I,house,be,short,hungry,expensive,tall,3
One minute I 'm very small the next minute I 'm as _ as a house then I 'm small again,tall,I,house,'m,old,tall,short,hungry,1
The bell - lamp in the passage looked as _ as a soap - bubble you could see yourself in all the tables and French - polish yourself on any one of the chairs,clear,lamp,soap,looked,bright,opaque,clear,red,2
Her mouth felt as _ as a bone and her eyes were closed against the intrusive light,dry,mouth,bone,felt,wet,red,hard,dry,3
I throw the rind as _ as a pencil in the direction of the vervet monkeys but they show no understanding of my offer,thick,rind,pencil,throw,big,thick,thin,white,1
drum up a roar as _ as a continent a deep hot note,wide,roar,continent,drum,thin,narrow,wide,big,2
She looked as _ as the building with her quick smile and very red lips,Spanish,She,building,looked,Spanish,original,ugly,hot,0
If they had n't been so excitable they 'd have been as _ as birds right now,free,they,birds,been,bound,blame,fly,free,3
The sweater was as _ as a puff and as smooth as a bird to touch,light,sweater,puff,was,light,smooth,fun,rough,0
They are not as _ as cheetah and have to get considerably closer usually to within twenty yards of their target if they are to have a reasonable chance of overtaking it when the race begins,swift,They,cheetah,are,fast,swift,old,different,1
So all the fish that use this system whether in the rivers of West Africa or in South America keep their bodies as _ as ramrods and have to propel themselves by undulation of their fins,stiff,bodies,ramrods,keep,tall,alive,hard,stiff,3
She was n't perfect she had a temper and children who got in her way on bad days were liable to get clouted but she was as _ as daylight and for all her temper the nicest person Ruth knew,normal,she,daylight,was,strange,abnormal,normal,unconventional,2
The nine Women came behind her their footfalls as _ as birds ',light,Women,birds,came,light,bright,ugly,hot,0
She was slipping on a surface as _ as glass and cries were resounding in her ears her own cries she thought confusedly or Adam 's then she fell and the glassy surface struck like a blow,clean,She,glass,slipping,soft,rough,smooth,clean,3
In a single movement he had snatched a vase from the mantelpiece and brought it smashing against Ben 's temple as _ as the stone through the French window,neat,it,stone,smashing,fun,petty,neat,opaque,2
A big broad - shouldered man stood there looking gently down at her he seemed almost as _ as the half - mortals his shadow streaming a long way across the beach,tall,he,mortals,seemed,tall,old,dead,short,0
The wall was as _ as glass but it was as if it revealed only another wall of uniform greyness,transparent,wall,glass,was,solid,transparent,opaque,flat,1
Wearing the suit she weighed three hundred kilos and felt as _ as a rhinoceros as soon as she was outside she 'd feel almost weightless and the suit 's systems would give her the strength of a robot while hardly affecting the speed and ease of her movements,graceful,she,rhinoceros,felt,soft,clumsy,slow,graceful,3
We 'd be as _ as the birds in spring sighed Blake,happy,We,birds,be,sad,unhappy,cute,happy,3
C.J. Coventry being the other in 1888 to 89 rotates an arm which is as _ as a spire and has anything but a stony facade,perpendicular,arm,spire,is,perpendicular,dangerous,inclined,upper,0
Lieutenant Webster the Duke 's voice was as _ as a sword in winter four horses instantly to the Prince of Orange 's carriage,cold,voice,sword,was,soft,cold,deep,hot,1
On the other hand he had to be as _ as granite inside harder even than a brutally flamboyant exhibitionist such as Obispal since Jaq was a guardian of those who guarded humanity an investigator of the investigators,hard,he,granite,be,hard,easy,dead,soft,0
The human mother who gave birth to a deformed bestial hybrid would dote on it blindly as _ as a tiger of her cub and as cunning,protective,mother,tiger,dote,protective,maternal,dangerous,sweet,0
They held each other soberly and Anna noticed he was as _ as a ruler all bone,thin,he,ruler,was,thin,thick,sharp,fat,0
After several seconds Flora came as _ as a snail bumping her bags down the steps head bent,slow,Flora,snail,came,quick,loud,slow,fast,2
The spittle - bug or frog - hopper is equally as _ as an aphid but three or four times the size,soft,bug,aphid,is,loud,hard,soft,hardened,2
Dan comments Paceley was as _ as a tack and super dependable,sharp,Paceley,tack,was,sharp,fast,flat,hard,0
If I was to break my leg tomorrow I 'd be as _ as a parrot but it would n't be the end of the world,sick,I,parrot,be,sick,hungry,healthy,thirsty,0
Yet she thought Vi was as _ as the air with no home to worry about no children to rear on a pittance as Mam had done,free,Vi,air,was,free,bound,clear,open,0
You 're as _ as a sheet and you 're shaking,white,You,sheet,'re,blue,soft,black,white,3
Jack Hayden obviously has a very close affinity with William Terris ' ghost because when he made a purposeful visit to Covent Garden Station recently he saw him as _ as life as if waiting to welcome him back,large,him,life,saw,small,hungry,complex,large,3
It hit the platform fence and ran under the carriage as _ as a flash the boy darted past Charlotte and Albert and tried to look for it under the wheels,quick,It,flash,darted,dead,slow,bright,quick,3
The whole scene to my informant was as _ as a bell but on reflection it would seem as if it was part of an earlier railway system,clear,scene,bell,was,clear,unclear,opaque,blurred,0
Overcoming this Catch 22 has cost modern fusion research billions of dollars so far using arrays of magnets as _ as houses in order to contain the fuel at temperatures ten times hotter even than those in the centre of the Sun and making it dense enough and stable enough that a self - sustaining reaction can occur,big,arrays,houses,using,old,big,many,small,1
Their colours and patterns seemed as _ as the day they were made and she was amazed at their richness compared with the wartime materials she was used to,fresh,patterns,day,made,random,bright,modern,fresh,3
In sporting terms it was about as _ as a showing of Treasure Hunt or Interceptor the TV game shows which have occupied her recently,relevant,it,showing,was,irrelevant,relevant,major,private,1
They are as _ as goats on their spindly legs and can be seen grazing on cliff ledges which you would swear were inaccessible to anything without wings,agile,They,goats,are,cunning,wild,agile,old,2
MONOPOLIES are as _ as mescal and just as intoxicating,Mexican,MONOPOLIES,mescal,are,blue,Mexican,yellow,white,1
In Japan talk of corporate governance has been about as _ as sararimen in bowler hats,common,talk,sararimen,been,important,rare,common,uncommon,2
A mother can seem both ageless and as _ as the hills to her child,old,mother,hills,seem,alive,young,old,new,2
Perceptions may change her body can feel as _ as a mountain and her own breathing be heard as an urgent sound coming from a different person,vast,body,mountain,feel,vast,whole,great,tall,0
It was indeed as _ as hell inside the aircraft,hot,It,hell,was,chilled,hot,beautiful,cold,1
It was not surprising that Benny had been as _ as a hen walking on hot coals all summer long never able to keep still always jumping up with some further excitement,excited,Benny,hen,been,drunk,hot,excited,old,2
I like being as _ as thieves with her,thick,I,thieves,being,petty,thin,thick,slim,2
To the Romanian audience for these trials which were broadcast live on television the lists of cartons of cigarettes or kilos of refrigerated meat were as _ as the tales of the riches of the Sultan in One Thousand and One Nights,fascinating,meat,tales,were,delicious,funny,red,fascinating,3
It is to be as _ as a city built upon a hill,visible,It,city,be,visible,hidden,invisible,noisy,0
Plexiglass used by many modern German artists she considers about as _ as glass can be the antithesis of good glass,dead,she,glass,considers,empty,alive,dead,broken,2
And while not everyone can detect the tonal nuances of brass and chrome jackplugs it 's as _ as the selector switch on your 62 Strat that one mag has more body more highs and more sustain than a patent - applied - for Shredbucker,plain,it,selector,'s,plain,red,still,black,0
All at once one of the birds it seemed enormous to the child but may well have been as _ as a sparrow flew into the air and fluttered past the pushchair its wings actually brushing the little girl 's face,small,birds,sparrow,been,large,light,small,beautiful,2
It 's as _ as day tonight,light,It,day,'s,big,slow,light,first,2
Great care must be exercised with these core pieces as the material is as _ as glass and easily broken by careless handling and assembly,brittle,material,glass,is,solid,new,opaque,brittle,3
Theory - crammed history of artificial and military intelligence which suggests that the cybernetic organism is as _ as the Greeks and as modern as the Tomohawk missile,ancient,organism,missile,is,modern,complex,dangerous,ancient,3
She had done sterling service already and was as _ as a ship can well be which is actually as we have already speculated not quite indifferent after all,indifferent,service,ship,was,civil,indifferent,bore,noisy,1
He is as _ as a brush and had to be persuaded ours was a worthwhile cause,stupid,He,brush,is,dead,dense,stupid,drunk,2
I can go on for another three or four years yet because I 'm still as _ as a fiddle he said,fit,I,fiddle,'m,heavy,happy,fit,dead,2
In fact she was as _ as a mouse and Ruth hardly knew she was there,quiet,she,mouse,was,loud,noisy,slow,quiet,3
After morning service when the last of the footsteps and voices exchanging greetings had died away she heard the vicar ride off the clip - clop of the horse 's hooves as _ as a bell on the cold air,clear,hooves,bell,heard,clear,red,important,bad,0
I wanted to express what a simple thing death and burial is just as _ as the falling of a leaf - just a bit of earth dug up a wooden cross,simple,death,falling,is,sudden,simple,complex,short,1
The family scene may not be as _ as silk but is it ever,smooth,scene,silk,be,sleek,soft,rough,smooth,3
I 'm as _ as a pig deep down she says,selfish,I,pig,'m,selfish,pink,sick,green,0
During our set the sky grew gradually darker and darker until by the last number the sky was as _ as the ceiling of the Camden Falcon,black,sky,ceiling,was,black,clear,sunny,blue,0
